region_id,site,n_pe,n_ctrl,beta_pe,beta_ctrl,delta,p,fdr,dir_site,pos,chr,type,symbol
2887,chr1_159381977,0,1,,,,,,,159381977,chr1,gene_body,LOC124904433
2887,chr1_159387239,1,1,,,,,,,159387239,chr1,gene_body,LOC124904433
2887,chr1_159389496,0,1,,,,,,,159389496,chr1,gene_body,LOC124904433
2887,chr1_159389497,0,1,,,,,,,159389497,chr1,gene_body,LOC124904433
2887,chr1_159393019,1,0,,,,,,,159393019,chr1,gene_body,LOC124904433
2887,chr1_159395177,0,1,,,,,,,159395177,chr1,gene_body,LOC124904433
2887,chr1_159395191,0,1,,,,,,,159395191,chr1,gene_body,LOC124904433
2887,chr1_159396183,0,1,,,,,,,159396183,chr1,gene_body,LOC124904433
2887,chr1_159396564,1,0,,,,,,,159396564,chr1,gene_body,LOC124904433
2887,chr1_159396578,1,0,,,,,,,159396578,chr1,gene_body,LOC124904433
2887,chr1_159399297,1,1,,,,,,,159399297,chr1,gene_body,LOC124904433
2887,chr1_159399299,1,1,,,,,,,159399299,chr1,gene_body,LOC124904433
2887,chr1_159399342,1,1,,,,,,,159399342,chr1,gene_body,LOC124904433
2887,chr1_159399343,3,1,,,,,,,159399343,chr1,gene_body,LOC124904433
2887,chr1_159399387,0,1,,,,,,,159399387,chr1,gene_body,LOC124904433
2887,chr1_159399388,4,1,,,,,,,159399388,chr1,gene_body,LOC124904433
2887,chr1_159399398,4,1,,,,,,,159399398,chr1,gene_body,LOC124904433
2887,chr1_159399427,2,0,,,,,,,159399427,chr1,gene_body,LOC124904433
2887,chr1_159399428,1,0,,,,,,,159399428,chr1,gene_body,LOC124904433
2887,chr1_159399434,2,0,,,,,,,159399434,chr1,gene_body,LOC124904433
2887,chr1_159404446,0,2,,,,,,,159404446,chr1,gene_body,LOC124904433
2887,chr1_159404448,0,2,,,,,,,159404448,chr1,gene_body,LOC124904433
2887,chr1_159404764,1,1,,,,,,,159404764,chr1,gene_body,LOC124904433
2887,chr1_159406987,1,2,,,,,,,159406987,chr1,gene_body,LOC124904433
2887,chr1_159409226,0,1,,,,,,,159409226,chr1,gene_body,LOC124904433
2887,chr1_159414299,1,0,,,,,,,159414299,chr1,gene_body,LOC124904433
2887,chr1_159415705,0,1,,,,,,,159415705,chr1,gene_body,LOC124904433
2887,chr1_159416229,0,1,,,,,,,159416229,chr1,gene_body,LOC124904433
2887,chr1_159416230,1,0,,,,,,,159416230,chr1,gene_body,LOC124904433
2887,chr1_159417585,2,0,,,,,,,159417585,chr1,gene_body,LOC124904433
2887,chr1_159418642,0,2,,,,,,,159418642,chr1,gene_body,LOC124904433
2887,chr1_159418793,0,1,,,,,,,159418793,chr1,gene_body,LOC124904433
2887,chr1_159418794,2,0,,,,,,,159418794,chr1,gene_body,LOC124904433
2887,chr1_159421610,0,1,,,,,,,159421610,chr1,gene_body,LOC124904433
2887,chr1_159421821,0,1,,,,,,,159421821,chr1,gene_body,LOC124904433
2887,chr1_159421825,0,1,,,,,,,159421825,chr1,gene_body,LOC124904433
2887,chr1_159423024,2,0,,,,,,,159423024,chr1,gene_body,LOC124904433
2887,chr1_159423988,1,1,,,,,,,159423988,chr1,gene_body,LOC124904433
2887,chr1_159424072,1,0,,,,,,,159424072,chr1,gene_body,LOC124904433
2887,chr1_159424073,1,0,,,,,,,159424073,chr1,gene_body,LOC124904433
2887,chr1_159424092,3,0,,,,,,,159424092,chr1,gene_body,LOC124904433
2887,chr1_159424093,1,0,,,,,,,159424093,chr1,gene_body,LOC124904433
2887,chr1_159424130,3,0,,,,,,,159424130,chr1,gene_body,LOC124904433
2887,chr1_159424131,1,0,,,,,,,159424131,chr1,gene_body,LOC124904433
2887,chr1_159424147,2,0,,,,,,,159424147,chr1,gene_body,LOC124904433
2887,chr1_159426360,1,0,,,,,,,159426360,chr1,gene_body,LOC124904433
2887,chr1_159428415,1,0,,,,,,,159428415,chr1,gene_body,LOC124904433
2887,chr1_159428628,0,1,,,,,,,159428628,chr1,gene_body,LOC124904433
2887,chr1_159429423,0,2,,,,,,,159429423,chr1,gene_body,LOC124904433
2887,chr1_159429469,0,1,,,,,,,159429469,chr1,gene_body,LOC124904433
2887,chr1_159429563,1,0,,,,,,,159429563,chr1,gene_body,LOC124904433
2887,chr1_159430558,1,0,,,,,,,159430558,chr1,gene_body,LOC124904433
2887,chr1_159431100,0,1,,,,,,,159431100,chr1,gene_body,LOC124904433
2887,chr1_159431105,0,1,,,,,,,159431105,chr1,gene_body,LOC124904433
2887,chr1_159431223,1,0,,,,,,,159431223,chr1,gene_body,LOC124904433
2887,chr1_159431424,1,1,,,,,,,159431424,chr1,gene_body,LOC124904433
2887,chr1_159432377,2,1,,,,,,,159432377,chr1,gene_body,LOC124904433
2887,chr1_159432429,2,2,,,,,,,159432429,chr1,gene_body,LOC124904433
2887,chr1_159432456,1,0,,,,,,,159432456,chr1,gene_body,LOC124904433
2887,chr1_159432500,3,3,,,,,,,159432500,chr1,gene_body,LOC124904433
2887,chr1_159432750,2,0,,,,,,,159432750,chr1,gene_body,LOC124904433
2887,chr1_159432751,1,0,,,,,,,159432751,chr1,gene_body,LOC124904433
2887,chr1_159432965,1,0,,,,,,,159432965,chr1,gene_body,LOC124904433
2887,chr1_159432966,0,1,,,,,,,159432966,chr1,gene_body,LOC124904433
2887,chr1_159433814,1,0,,,,,,,159433814,chr1,gene_body,LOC124904433
2887,chr1_159434735,1,0,,,,,,,159434735,chr1,gene_body,LOC124904433
2887,chr1_159435044,1,0,,,,,,,159435044,chr1,gene_body,LOC124904433
2887,chr1_159435167,1,0,,,,,,,159435167,chr1,gene_body,LOC124904433
2887,chr1_159435582,0,1,,,,,,,159435582,chr1,gene_body,LOC124904433
2887,chr1_159435673,1,0,,,,,,,159435673,chr1,gene_body,LOC124904433
2887,chr1_159435988,0,1,,,,,,,159435988,chr1,gene_body,LOC124904433
2887,chr1_159436211,0,1,,,,,,,159436211,chr1,gene_body,LOC124904433
2887,chr1_159436663,1,1,,,,,,,159436663,chr1,gene_body,LOC124904433
2887,chr1_159436664,1,0,,,,,,,159436664,chr1,gene_body,LOC124904433
2887,chr1_159436701,1,1,,,,,,,159436701,chr1,gene_body,LOC124904433
2887,chr1_159436702,1,0,,,,,,,159436702,chr1,gene_body,LOC124904433
2887,chr1_159437177,1,0,,,,,,,159437177,chr1,gene_body,LOC124904433
2887,chr1_159438476,1,0,,,,,,,159438476,chr1,gene_body,LOC124904433
2887,chr1_159439201,1,0,,,,,,,159439201,chr1,gene_body,LOC124904433
2887,chr1_159439878,1,0,,,,,,,159439878,chr1,gene_body,LOC124904433
2887,chr1_159440489,2,1,,,,,,,159440489,chr1,gene_body,LOC124904433
2887,chr1_159441948,4,1,,,,,,,159441948,chr1,gene_body,LOC124904433
2887,chr1_159441986,29,31,0.863251231527094,0.924923195084485,-0.0616719635573918,0.368734374309212,1,hypo,159441986,chr1,gene_body,LOC124904433
2887,chr1_159442049,27,31,0.91,0.849445389103833,0.0605546108961669,0.558594349976605,1,hyper,159442049,chr1,gene_body,LOC124904433
2887,chr1_159442060,3,0,,,,,,,159442060,chr1,gene_body,LOC124904433
2887,chr1_159442061,3,0,,,,,,,159442061,chr1,gene_body,LOC124904433
2887,chr1_159442180,29,31,0.892230695831102,0.924448285216786,-0.0322175893856846,0.6250249253064,1,hypo,159442180,chr1,gene_body,LOC124904433
2887,chr1_159442196,3,0,,,,,,,159442196,chr1,gene_body,LOC124904433
2887,chr1_159443671,4,0,,,,,,,159443671,chr1,gene_body,LOC124904433
2887,chr1_159443731,1,0,,,,,,,159443731,chr1,gene_body,LOC124904433
2887,chr1_159443732,1,0,,,,,,,159443732,chr1,gene_body,LOC124904433
2887,chr1_159445902,1,1,,,,,,,159445902,chr1,gene_body,LOC124904433
2887,chr1_159446866,2,1,,,,,,,159446866,chr1,gene_body,LOC124904433
2887,chr1_159449361,2,0,,,,,,,159449361,chr1,gene_body,LOC124904433
2887,chr1_159449424,3,1,,,,,,,159449424,chr1,gene_body,LOC124904433
2887,chr1_159449444,3,1,,,,,,,159449444,chr1,gene_body,LOC124904433
2887,chr1_159449452,3,1,,,,,,,159449452,chr1,gene_body,LOC124904433
2887,chr1_159449459,3,0,,,,,,,159449459,chr1,gene_body,LOC124904433
2887,chr1_159449460,3,0,,,,,,,159449460,chr1,gene_body,LOC124904433
2887,chr1_159449478,17,24,0.949346405228758,0.933333333333333,0.0160130718954248,0.669838990763253,1,hyper,159449478,chr1,gene_body,LOC124904433
2887,chr1_159449529,17,23,0.993464052287582,0.963975155279503,0.0294888970080787,0.648717948717949,1,hyper,159449529,chr1,gene_body,LOC124904433
2887,chr1_159449537,17,23,0.952380952380952,0.740579710144928,0.211801242236025,0.0529586658618917,1,hyper,159449537,chr1,gene_body,LOC124904433
2887,chr1_159449542,17,23,0.964052287581699,0.959627329192547,0.0044249583891528,1,1,hyper,159449542,chr1,gene_body,LOC124904433
2887,chr1_159449688,1,0,,,,,,,159449688,chr1,gene_body,LOC124904433
2887,chr1_159449689,32,31,0.0354979699847942,0.0744792609565126,-0.0389812909717184,0.168164730618879,1,hypo,159449689,chr1,gene_body,LOC124904433
2887,chr1_159449724,5,4,,,,,,,159449724,chr1,gene_body,LOC124904433
2887,chr1_159449725,4,0,,,,,,,159449725,chr1,gene_body,LOC124904433
2887,chr1_159449793,1,0,,,,,,,159449793,chr1,gene_body,LOC124904433
2887,chr1_159449794,1,0,,,,,,,159449794,chr1,gene_body,LOC124904433
2887,chr1_159449804,1,0,,,,,,,159449804,chr1,gene_body,LOC124904433
2887,chr1_159449805,1,0,,,,,,,159449805,chr1,gene_body,LOC124904433
2887,chr1_159449807,1,0,,,,,,,159449807,chr1,gene_body,LOC124904433
2887,chr1_159449808,1,0,,,,,,,159449808,chr1,gene_body,LOC124904433
2887,chr1_159449846,3,0,,,,,,,159449846,chr1,gene_body,LOC124904433
2887,chr1_159449847,9,13,,,,,,,159449847,chr1,gene_body,LOC124904433
2887,chr1_159449852,3,0,,,,,,,159449852,chr1,gene_body,LOC124904433
2887,chr1_159449853,9,13,,,,,,,159449853,chr1,gene_body,LOC124904433
2887,chr1_159449870,3,0,,,,,,,159449870,chr1,gene_body,LOC124904433
2887,chr1_159449871,9,13,,,,,,,159449871,chr1,gene_body,LOC124904433
2887,chr1_159449884,6,1,,,,,,,159449884,chr1,gene_body,LOC124904433
2887,chr1_159449885,9,13,,,,,,,159449885,chr1,gene_body,LOC124904433
2887,chr1_159449889,6,1,,,,,,,159449889,chr1,gene_body,LOC124904433
2887,chr1_159449890,9,13,,,,,,,159449890,chr1,gene_body,LOC124904433
2887,chr1_159449917,5,1,,,,,,,159449917,chr1,gene_body,LOC124904433
2887,chr1_159449918,1,0,,,,,,,159449918,chr1,gene_body,LOC124904433
2887,chr1_159449929,4,5,,,,,,,159449929,chr1,gene_body,LOC124904433
2887,chr1_159449947,4,5,,,,,,,159449947,chr1,gene_body,LOC124904433
2887,chr1_159449953,4,5,,,,,,,159449953,chr1,gene_body,LOC124904433
2887,chr1_159449964,3,6,,,,,,,159449964,chr1,gene_body,LOC124904433
2887,chr1_159449969,4,6,,,,,,,159449969,chr1,gene_body,LOC124904433
2887,chr1_159449973,3,6,,,,,,,159449973,chr1,gene_body,LOC124904433
2887,chr1_159449994,0,5,,,,,,,159449994,chr1,gene_body,LOC124904433
2887,chr1_159449995,0,1,,,,,,,159449995,chr1,gene_body,LOC124904433
2887,chr1_159450014,0,1,,,,,,,159450014,chr1,gene_body,LOC124904433
2887,chr1_159450015,18,10,0,0,0,1,1,hypo,159450015,chr1,gene_body,LOC124904433
2887,chr1_159450028,2,1,,,,,,,159450028,chr1,gene_body,LOC124904433
2887,chr1_159450029,27,23,0.166152263374486,0.0645962732919255,0.10155599008256,0.276584538305976,1,hyper,159450029,chr1,gene_body,LOC124904433
2887,chr1_159450042,3,0,,,,,,,159450042,chr1,gene_body,LOC124904433
2887,chr1_159450043,27,23,0.761728395061728,0.622360248447205,0.139368146614523,0.284181880119281,1,hyper,159450043,chr1,gene_body,LOC124904433
2887,chr1_159450075,3,0,,,,,,,159450075,chr1,gene_body,LOC124904433
2887,chr1_159450076,3,0,,,,,,,159450076,chr1,gene_body,LOC124904433
2887,chr1_159450121,14,22,0.875,0.886363636363636,-0.0113636363636364,1,1,hypo,159450121,chr1,gene_body,LOC124904433
2887,chr1_159450134,14,22,0.992063492063492,0.962121212121212,0.0299422799422799,0.431372549019608,1,hyper,159450134,chr1,gene_body,LOC124904433
2887,chr1_159450360,0,2,,,,,,,159450360,chr1,gene_body,LOC124904433
2887,chr1_159453091,0,2,,,,,,,159453091,chr1,gene_body,LOC124904433
2887,chr1_159453107,0,2,,,,,,,159453107,chr1,gene_body,LOC124904433
2887,chr1_159453109,0,2,,,,,,,159453109,chr1,gene_body,LOC124904433
2887,chr1_159453114,0,2,,,,,,,159453114,chr1,gene_body,LOC124904433
2887,chr1_159453118,0,2,,,,,,,159453118,chr1,gene_body,LOC124904433
2887,chr1_159453120,0,2,,,,,,,159453120,chr1,gene_body,LOC124904433
2887,chr1_159453125,0,2,,,,,,,159453125,chr1,gene_body,LOC124904433
2887,chr1_159453135,0,2,,,,,,,159453135,chr1,gene_body,LOC124904433
2887,chr1_159453281,3,3,,,,,,,159453281,chr1,gene_body,LOC124904433
2887,chr1_159453294,3,3,,,,,,,159453294,chr1,gene_body,LOC124904433
2887,chr1_159453305,3,3,,,,,,,159453305,chr1,gene_body,LOC124904433
2887,chr1_159453317,3,3,,,,,,,159453317,chr1,gene_body,LOC124904433
2887,chr1_159453331,3,3,,,,,,,159453331,chr1,gene_body,LOC124904433
2887,chr1_159454814,0,2,,,,,,,159454814,chr1,gene_body,LOC124904433
2887,chr1_159454846,2,0,,,,,,,159454846,chr1,gene_body,LOC124904433
2887,chr1_159454879,2,0,,,,,,,159454879,chr1,gene_body,LOC124904433
2887,chr1_159454908,2,0,,,,,,,159454908,chr1,gene_body,LOC124904433
2887,chr1_159456578,1,0,,,,,,,159456578,chr1,gene_body,LOC124904433
2887,chr1_159461596,1,1,,,,,,,159461596,chr1,gene_body,LOC124904433
2887,chr1_159461597,3,0,,,,,,,159461597,chr1,gene_body,LOC124904433
2887,chr1_159461654,0,1,,,,,,,159461654,chr1,gene_body,LOC124904433
2887,chr1_159461764,1,0,,,,,,,159461764,chr1,gene_body,LOC124904433
2887,chr1_159463035,1,0,,,,,,,159463035,chr1,gene_body,LOC124904433
2887,chr1_159464160,0,1,,,,,,,159464160,chr1,gene_body,LOC124904433
2887,chr1_159465215,0,1,,,,,,,159465215,chr1,gene_body,LOC124904433
2887,chr1_159465330,1,0,,,,,,,159465330,chr1,gene_body,LOC124904433
2887,chr1_159465835,1,0,,,,,,,159465835,chr1,gene_body,LOC124904433
2887,chr1_159465836,4,1,,,,,,,159465836,chr1,gene_body,LOC124904433
2887,chr1_159465881,2,1,,,,,,,159465881,chr1,gene_body,LOC124904433
2887,chr1_159465882,5,1,,,,,,,159465882,chr1,gene_body,LOC124904433
2887,chr1_159465905,1,1,,,,,,,159465905,chr1,gene_body,LOC124904433
2887,chr1_159465906,5,2,,,,,,,159465906,chr1,gene_body,LOC124904433
2887,chr1_159465919,1,1,,,,,,,159465919,chr1,gene_body,LOC124904433
2887,chr1_159465920,5,2,,,,,,,159465920,chr1,gene_body,LOC124904433
2887,chr1_159465926,1,1,,,,,,,159465926,chr1,gene_body,LOC124904433
2887,chr1_159465927,1,1,,,,,,,159465927,chr1,gene_body,LOC124904433
2887,chr1_159465958,0,1,,,,,,,159465958,chr1,gene_body,LOC124904433
2887,chr1_159465991,0,1,,,,,,,159465991,chr1,gene_body,LOC124904433
2887,chr1_159465994,3,0,,,,,,,159465994,chr1,gene_body,LOC124904433
2887,chr1_159466023,24,28,0.925694444444444,0.980952380952381,-0.0552579365079364,0.261667744020685,1,hypo,159466023,chr1,gene_body,LOC124904433
2887,chr1_159466034,24,28,0.881944444444445,0.891666666666667,-0.00972222222222219,0.893724419928119,1,hypo,159466034,chr1,gene_body,LOC124904433
2887,chr1_159466035,1,0,,,,,,,159466035,chr1,gene_body,LOC124904433
2887,chr1_159466054,24,28,0.890972222222222,0.945238095238095,-0.0542658730158729,0.563025210084034,1,hypo,159466054,chr1,gene_body,LOC124904433
2887,chr1_159466055,2,1,,,,,,,159466055,chr1,gene_body,LOC124904433
2887,chr1_159466075,24,28,0.911111111111111,0.926785714285714,-0.0156746031746032,0.825753953238891,1,hypo,159466075,chr1,gene_body,LOC124904433
2887,chr1_159466076,2,1,,,,,,,159466076,chr1,gene_body,LOC124904433
2887,chr1_159466084,24,28,0.894444444444445,0.961904761904762,-0.0674603174603174,0.233074309920367,1,hypo,159466084,chr1,gene_body,LOC124904433
2887,chr1_159466085,2,1,,,,,,,159466085,chr1,gene_body,LOC124904433
2887,chr1_159466124,1,0,,,,,,,159466124,chr1,gene_body,LOC124904433
2887,chr1_159466125,1,1,,,,,,,159466125,chr1,gene_body,LOC124904433
2887,chr1_159466128,1,0,,,,,,,159466128,chr1,gene_body,LOC124904433
2887,chr1_159466129,2,0,,,,,,,159466129,chr1,gene_body,LOC124904433
2887,chr1_159466163,1,0,,,,,,,159466163,chr1,gene_body,LOC124904433
2887,chr1_159466164,1,0,,,,,,,159466164,chr1,gene_body,LOC124904433
2887,chr1_159466900,1,0,,,,,,,159466900,chr1,gene_body,LOC124904433
2925,chr1_161171439,2,0,,,,,,,161171439,chr1,gene_body,B4GALT3
2925,chr1_161171475,12,7,,,,,,,161171475,chr1,gene_body,B4GALT3
2925,chr1_161171476,1,0,,,,,,,161171476,chr1,gene_body,B4GALT3
2925,chr1_161171783,1,0,,,,,,,161171783,chr1,gene_body,B4GALT3
2925,chr1_161171830,1,0,,,,,,,161171830,chr1,gene_body,B4GALT3
2925,chr1_161171881,0,1,,,,,,,161171881,chr1,gene_body,B4GALT3
2925,chr1_161171883,2,1,,,,,,,161171883,chr1,gene_body,B4GALT3
2925,chr1_161171884,0,1,,,,,,,161171884,chr1,gene_body,B4GALT3
2925,chr1_161171901,2,1,,,,,,,161171901,chr1,gene_body,B4GALT3
2925,chr1_161171902,0,1,,,,,,,161171902,chr1,gene_body,B4GALT3
2925,chr1_161171931,2,1,,,,,,,161171931,chr1,gene_body,B4GALT3
2925,chr1_161171932,0,1,,,,,,,161171932,chr1,gene_body,B4GALT3
2925,chr1_161171949,2,0,,,,,,,161171949,chr1,gene_body,B4GALT3
2925,chr1_161171950,0,1,,,,,,,161171950,chr1,gene_body,B4GALT3
2925,chr1_161172053,1,0,,,,,,,161172053,chr1,gene_body,B4GALT3
2925,chr1_161172072,1,0,,,,,,,161172072,chr1,gene_body,B4GALT3
2925,chr1_161172326,1,0,,,,,,,161172326,chr1,gene_body,B4GALT3
2925,chr1_161172327,1,0,,,,,,,161172327,chr1,gene_body,B4GALT3
2925,chr1_161172627,1,0,,,,,,,161172627,chr1,gene_body,B4GALT3
2925,chr1_161173619,2,0,,,,,,,161173619,chr1,gene_body,B4GALT3
2925,chr1_161173722,0,1,,,,,,,161173722,chr1,gene_body,B4GALT3
2925,chr1_161173885,4,0,,,,,,,161173885,chr1,gene_body,B4GALT3
2925,chr1_161173896,4,0,,,,,,,161173896,chr1,gene_body,B4GALT3
2925,chr1_161173904,2,0,,,,,,,161173904,chr1,gene_body,B4GALT3
2925,chr1_161173956,10,11,1,1,0,1,1,hypo,161173956,chr1,gene_body,B4GALT3
2925,chr1_161173957,0,1,,,,,,,161173957,chr1,gene_body,B4GALT3
2925,chr1_161173988,9,11,,,,,,,161173988,chr1,gene_body,B4GALT3
2925,chr1_161174000,9,11,,,,,,,161174000,chr1,gene_body,B4GALT3
2925,chr1_161174095,8,5,,,,,,,161174095,chr1,gene_body,B4GALT3
2925,chr1_161174096,0,1,,,,,,,161174096,chr1,gene_body,B4GALT3
2925,chr1_161174130,3,0,,,,,,,161174130,chr1,gene_body,B4GALT3
2925,chr1_161174279,0,1,,,,,,,161174279,chr1,gene_body,B4GALT3
2925,chr1_161174280,19,20,0.947368421052632,0.85625,0.0911184210526316,0.204336204336204,1,hyper,161174280,chr1,gene_body,B4GALT3
2925,chr1_161174323,1,1,,,,,,,161174323,chr1,gene_body,B4GALT3
2925,chr1_161174324,19,20,0.87280701754386,0.925,-0.0521929824561403,0.350712350712351,1,hypo,161174324,chr1,gene_body,B4GALT3
2925,chr1_161174332,1,1,,,,,,,161174332,chr1,gene_body,B4GALT3
2925,chr1_161174333,2,0,,,,,,,161174333,chr1,gene_body,B4GALT3
2925,chr1_161174356,7,2,,,,,,,161174356,chr1,gene_body,B4GALT3
2925,chr1_161174362,6,2,,,,,,,161174362,chr1,gene_body,B4GALT3
2925,chr1_161174706,2,1,,,,,,,161174706,chr1,gene_body,B4GALT3
2925,chr1_161174707,1,0,,,,,,,161174707,chr1,gene_body,B4GALT3
2925,chr1_161174856,4,0,,,,,,,161174856,chr1,gene_body,B4GALT3
2925,chr1_161174857,1,0,,,,,,,161174857,chr1,gene_body,B4GALT3
2925,chr1_161175031,9,11,,,,,,,161175031,chr1,gene_body,B4GALT3
2925,chr1_161175067,9,11,,,,,,,161175067,chr1,gene_body,B4GALT3
2925,chr1_161175081,5,1,,,,,,,161175081,chr1,gene_body,B4GALT3
2925,chr1_161175082,32,32,0.0350623335741406,0.0159265822829653,0.0191357512911754,0.0488574073615633,1,hyper,161175082,chr1,gene_body,B4GALT3
2925,chr1_161175087,32,32,0.970106007769072,0.981822469166406,-0.011716461397334,0.151199111590002,1,hypo,161175087,chr1,gene_body,B4GALT3
2925,chr1_161175088,32,32,0.974520236966454,0.967474624311538,0.00704561265491654,0.776704731462812,1,hyper,161175088,chr1,gene_body,B4GALT3
2925,chr1_161175111,32,32,0.960984466124516,0.973831029165602,-0.0128465630410864,0.259274799888601,1,hypo,161175111,chr1,gene_body,B4GALT3
2925,chr1_161175112,32,32,0.972833285589361,0.981558388157895,-0.00872510256853365,0.0815332805885914,1,hypo,161175112,chr1,gene_body,B4GALT3
2925,chr1_161175117,32,32,0.986529749117029,0.982091986436151,0.0044377626808777,0.996897590880399,1,hyper,161175117,chr1,gene_body,B4GALT3
2925,chr1_161175118,32,32,0.982659699977773,0.982927354965041,-0.000267654987268329,0.909907934087848,1,hypo,161175118,chr1,gene_body,B4GALT3
2925,chr1_161175138,32,32,0.966165104913904,0.974652459122713,-0.00848735420880875,0.599603493089902,1,hypo,161175138,chr1,gene_body,B4GALT3
2925,chr1_161175139,32,32,0.976064980675801,0.990333857480239,-0.0142688768044383,0.0422215370666406,1,hypo,161175139,chr1,gene_body,B4GALT3
2925,chr1_161175144,32,32,0.219820263066602,0.239826203304978,-0.0200059402383758,0.691477866673294,1,hypo,161175144,chr1,gene_body,B4GALT3
2925,chr1_161175145,29,28,0.955182485427604,1,-0.0448175145723961,0.120255183413078,1,hypo,161175145,chr1,gene_body,B4GALT3
2925,chr1_161175162,30,30,0.0267592592592593,0.0152464494569758,0.0115128098022835,0.47226578817308,1,hyper,161175162,chr1,gene_body,B4GALT3
2925,chr1_161175163,5,1,,,,,,,161175163,chr1,gene_body,B4GALT3
2925,chr1_161175171,4,3,,,,,,,161175171,chr1,gene_body,B4GALT3
2925,chr1_161175172,1,1,,,,,,,161175172,chr1,gene_body,B4GALT3
2925,chr1_161175215,3,3,,,,,,,161175215,chr1,gene_body,B4GALT3
2925,chr1_161175216,2,1,,,,,,,161175216,chr1,gene_body,B4GALT3
2925,chr1_161175967,0,1,,,,,,,161175967,chr1,gene_body,B4GALT3
2925,chr1_161176028,1,0,,,,,,,161176028,chr1,gene_body,B4GALT3
2925,chr1_161176038,1,0,,,,,,,161176038,chr1,gene_body,B4GALT3
2925,chr1_161176039,1,1,,,,,,,161176039,chr1,gene_body,B4GALT3
2925,chr1_161176053,1,0,,,,,,,161176053,chr1,gene_body,B4GALT3
2925,chr1_161176565,6,1,,,,,,,161176565,chr1,gene_body,B4GALT3
2925,chr1_161176566,1,0,,,,,,,161176566,chr1,gene_body,B4GALT3
2925,chr1_161176620,1,0,,,,,,,161176620,chr1,gene_body,B4GALT3
2925,chr1_161176777,0,1,,,,,,,161176777,chr1,gene_body,B4GALT3
2925,chr1_161176918,1,0,,,,,,,161176918,chr1,gene_body,B4GALT3
2925,chr1_161176919,3,2,,,,,,,161176919,chr1,gene_body,B4GALT3
2925,chr1_161176984,3,1,,,,,,,161176984,chr1,gene_body,B4GALT3
2925,chr1_161176985,3,2,,,,,,,161176985,chr1,gene_body,B4GALT3
2925,chr1_161177007,2,1,,,,,,,161177007,chr1,gene_body,B4GALT3
2925,chr1_161177008,3,2,,,,,,,161177008,chr1,gene_body,B4GALT3
2925,chr1_161177017,5,1,,,,,,,161177017,chr1,gene_body,B4GALT3
2925,chr1_161177018,1,0,,,,,,,161177018,chr1,gene_body,B4GALT3
2925,chr1_161177024,10,12,0,0,0,1,1,hypo,161177024,chr1,gene_body,B4GALT3
2925,chr1_161177027,10,13,0,0,0,1,1,hypo,161177027,chr1,gene_body,B4GALT3
2925,chr1_161177048,10,13,0,0,0,1,1,hypo,161177048,chr1,gene_body,B4GALT3
2925,chr1_161177083,10,12,0,0.0833333333333333,-0.0833333333333333,1,1,hypo,161177083,chr1,gene_body,B4GALT3
2925,chr1_161177084,1,1,,,,,,,161177084,chr1,gene_body,B4GALT3
2925,chr1_161177179,0,1,,,,,,,161177179,chr1,gene_body,B4GALT3
2925,chr1_161177186,0,1,,,,,,,161177186,chr1,gene_body,B4GALT3
2925,chr1_161177187,5,6,,,,,,,161177187,chr1,gene_body,B4GALT3
2925,chr1_161177188,0,1,,,,,,,161177188,chr1,gene_body,B4GALT3
2925,chr1_161177189,5,6,,,,,,,161177189,chr1,gene_body,B4GALT3
2925,chr1_161177219,0,1,,,,,,,161177219,chr1,gene_body,B4GALT3
2925,chr1_161177220,5,6,,,,,,,161177220,chr1,gene_body,B4GALT3
2925,chr1_161177226,0,1,,,,,,,161177226,chr1,gene_body,B4GALT3
2925,chr1_161177227,5,6,,,,,,,161177227,chr1,gene_body,B4GALT3
2925,chr1_161177272,0,1,,,,,,,161177272,chr1,gene_body,B4GALT3
2925,chr1_161177273,6,6,,,,,,,161177273,chr1,gene_body,B4GALT3
2925,chr1_161177280,0,1,,,,,,,161177280,chr1,gene_body,B4GALT3
2925,chr1_161177281,6,6,,,,,,,161177281,chr1,gene_body,B4GALT3
2925,chr1_161177284,3,1,,,,,,,161177284,chr1,gene_body,B4GALT3
2925,chr1_161177285,2,0,,,,,,,161177285,chr1,gene_body,B4GALT3
2925,chr1_161177291,15,20,0.0133333333333333,0,0.0133333333333333,0.857142857142857,1,hyper,161177291,chr1,gene_body,B4GALT3
2925,chr1_161177292,1,0,,,,,,,161177292,chr1,gene_body,B4GALT3
2925,chr1_161177315,15,19,0,0.0526315789473684,-0.0526315789473684,1,1,hypo,161177315,chr1,gene_body,B4GALT3
2925,chr1_161177331,15,19,0,0,0,1,1,hypo,161177331,chr1,gene_body,B4GALT3
2925,chr1_161177341,15,19,0,0,0,1,1,hypo,161177341,chr1,gene_body,B4GALT3
2925,chr1_161177366,15,19,0,0.0526315789473684,-0.0526315789473684,1,1,hypo,161177366,chr1,gene_body,B4GALT3
2925,chr1_161177367,24,26,0.0104166666666667,0.0384615384615385,-0.0280448717948718,1,1,hypo,161177367,chr1,gene_body,B4GALT3
2925,chr1_161177396,24,26,0,0,0,1,1,hypo,161177396,chr1,gene_body,B4GALT3
2925,chr1_161177401,24,26,0.00347222222222222,0.00961538461538462,-0.00614316239316239,1,1,hypo,161177401,chr1,gene_body,B4GALT3
2925,chr1_161177404,24,26,0.00694444444444444,0.0224358974358974,-0.015491452991453,0.530612244897959,1,hypo,161177404,chr1,gene_body,B4GALT3
