region_id,p_limma,fdr_limma,p_wilcox,fdr_wilcox,gene_id,chr,start,end,type,reg_id,symbol,beta_pe,beta_ctrl,delta_beta,direction,candidate,n_tested,n_sig_nom,min_p,n_pos,agree_pct,validation
5890,0.000432629041609832,0.0194208850745624,0.00384470226363434,0.0714512909502858,112268431,chr2,230520594,230589562,gene_body,"",LOC112268431,0.444735591518383,0.550495842018131,-0.105760250499749,hypo,TRUE,28,1,0.00697518980835777,12,57.1428571428572,unconfirmed
37915,0.000433365164082027,0.0194238940087451,0.00956413119890584,0.119946012168211,284486,chr1,151851713,151855712,promoter_TSS2kb,"",THEM5,0.305609133373778,0.417203610054382,-0.111594476680604,hypo,TRUE,9,0,0.215425614826346,6,33.3333333333333,unconfirmed
26358,0.000436377534003693,0.0195110903773241,0.00262092594318486,0.0578045069507594,5432,chr16,57462660,57472009,gene_body,"",POLR2C,0.510639742228547,0.295079479894187,0.21556026233436,hyper,TRUE,1,0,1,0,0,unconfirmed
35264,0.000447999445788825,0.0199090300489435,0.00149154477633014,0.0420761732738131,10277,chr1,10030832,10034831,promoter_TSS2kb,"",UBE4B,0.392252428762267,0.290887031922178,0.10136539684009,hyper,TRUE,99,1,0.00580231224333772,43,43.4343434343434,unconfirmed
2476,0.000455569857909585,0.020147535650768,4.5623672791967e-05,0.00571452126264863,199857,chr1,94974405,95072951,gene_body,"",ALG14,0.371222464835063,0.264811693959559,0.106410770875504,hyper,TRUE,40,0,0.0573586596469892,10,25,unconfirmed
603,0.000477639250281943,0.0206548087780499,0.000331558529138137,0.0180157197362968,105378770,chr1,63173145,63198684,gene_body,"",LOC105378770,0.767651116162593,0.899797926811,-0.132146810648407,hypo,TRUE,11,3,0.00675024048730565,1,90.9090909090909,site_confirmed
66533,0.000496824993855291,0.0209622722587707,0.00159825472464861,0.0439125073105884,43847,chr19,51082246,51086245,promoter_TSS2kb,"",KLK14,0.547186677701384,0.70745039274451,-0.160263715043127,hypo,TRUE,2,0,0.0569169960474308,0,100,direction_consistent
64783,0.000498195803058297,0.0210040499147598,0.0112307363752504,0.13119294830048,105372202,chr18,75519945,75523944,promoter_TSS2kb,"",LOC105372202,0.306655617712269,0.414974064109963,-0.108318446397695,hypo,TRUE,6,0,0.109642292950544,2,66.6666666666667,unconfirmed
89338,0.000520790025432341,0.0215712054248725,0.000595400999973965,0.0246145691603878,,chr16,89319600,89321601,regbuild_promoter,ENSR00000546214,"",0.281538249692124,0.421365416520623,-0.139827166828499,hypo,TRUE,12,1,0.0148386574790339,5,58.3333333333333,unconfirmed
13497,0.000524111589893174,0.0216894929828897,0.00270933220119153,0.0587380651608648,441272,chr7,100307702,100322372,gene_body,"",SPDYE3,0.697765342854638,0.829666579604593,-0.131901236749955,hypo,TRUE,4,0,0.114942528735632,1,75,direction_consistent
27412,0.0005506044053926,0.0223505055747269,0.0015672024934767,0.0431780519747021,284034,chr17,12549528,12642854,gene_body,"",LINC00670,0.401974449916305,0.515635848952755,-0.11366139903645,hypo,TRUE,31,0,0.152379057499398,22,29.0322580645161,unconfirmed
14324,0.000575913731181136,0.022871646225999,0.0036313766415454,0.0697431736447835,5444,chr7,95297676,95324532,gene_body,"",PON1,0.287749509601384,0.389776985083633,-0.102027475482249,hypo,TRUE,7,0,0.162162162162162,3,57.1428571428572,unconfirmed
5909,0.000577119571077346,0.0228932442435823,0.0036325778048871,0.0697431736447835,200765,chr2,232543883,232550557,gene_body,"",TIGD1,0.361978097912693,0.470363687545763,-0.10838558963307,hypo,TRUE,15,0,0.0731181916919639,7,53.3333333333333,unconfirmed
16058,0.000595773225692603,0.0233170786051164,0.00730764665872177,0.102964985946934,441389,chr9,22640681,22824213,gene_body,"",LINC01239,0.405311641026114,0.522938794541885,-0.117627153515771,hypo,TRUE,16,1,0.0333092169852268,6,62.5,unconfirmed
69721,0.000598932200947033,0.023340805878995,0.000392400497834502,0.0198501463455036,6758,chrX,48194796,48198795,promoter_TSS2kb,"",SSX5,0.693015838911955,0.833250149886752,-0.140234310974797,hypo,TRUE,4,0,0.074959876575168,1,75,direction_consistent
22933,0.000616594870589456,0.0237008311055584,0.0112373142089362,0.13119294830048,83446,chr13,51861969,51866232,gene_body,"",CCDC70,0.365733620734778,0.4935977146885,-0.127864093953722,hypo,TRUE,12,0,0.069599469384307,4,66.6666666666667,unconfirmed
86046,0.000620346430921314,0.0238082450637386,0.00371586062018325,0.0703441962339688,,chr19,36526601,36529800,regbuild_promoter,ENSR00000109140,"",0.584648724958402,0.476502727877665,0.108145997080737,hyper,TRUE,70,2,0.00232076680480429,17,24.2857142857143,unconfirmed
10016,0.000668098448503609,0.024887749522612,0.000479172830048266,0.0219065838577316,101927460,chr5,125358095,125602227,gene_body,"",LINC02240,0.752485300642685,0.862851090975528,-0.110365790332844,hypo,TRUE,11,0,0.0574162679425837,4,63.6363636363636,unconfirmed
31606,0.000715733115734781,0.0259052181839524,0.00192165178661984,0.0484706844440234,124904871,chr20,12506863,12606143,gene_body,"",LOC124904871,0.503949307337634,0.674756991640961,-0.170807684303327,hypo,TRUE,13,1,0.0213300601350236,3,76.9230769230769,direction_consistent
13180,0.000731069411311532,0.0262121659060553,0.00066075595945736,0.0260977197205113,105375230,chr7,35352291,35387339,gene_body,"",LOC105375230,0.580200414922299,0.393618673047369,0.18658174187493,hyper,TRUE,4,0,0.0948991160539412,3,75,direction_consistent
19690,0.000740834977514409,0.026370120163126,0.000429215232133906,0.0206690163266168,8726,chr11,86201212,86279807,gene_body,"",EED,0.554963305122791,0.454515150135905,0.100448154986886,hyper,TRUE,87,0,0.107871028923661,28,32.183908045977,unconfirmed
38071,0.000767857854017088,0.0268742900983933,0.00786636698192766,0.107553086354027,962,chr1,160709832,160713831,promoter_TSS2kb,"",CD48,0.334088152344731,0.220512399671407,0.113575752673324,hyper,TRUE,2,1,0.00911150058439092,2,100,direction_consistent
40427,0.000776288986762432,0.0269212063033602,0.00686075251428852,0.0989503765462905,150759,chr2,95831964,95835963,promoter_TSS2kb,"",LINC00342,0.527711792963545,0.628048217608588,-0.100336424645044,hypo,TRUE,23,0,0.0564474418132955,9,60.8695652173913,unconfirmed
88335,0.000787076096685881,0.0270804526436401,0.00371469112975165,0.0703441962339688,,chr16,87778600,87779201,regbuild_promoter,ENSR00000545555,"",0.666604800017977,0.556919676962668,0.109685123055309,hyper,TRUE,24,0,0.0779952793046932,16,66.6666666666667,unconfirmed
3260,0.000802515340088897,0.0273543299612407,0.000285842493211656,0.0162461590469668,643723,chr1,218894466,219173961,gene_body,"",LYPLAL1-DT,0.529706025297857,0.390732110922697,0.138973914375161,hyper,TRUE,48,3,0.00183555843806214,3,6.25,unconfirmed
31974,0.000804970261384603,0.0274167150543329,0.00140119732194816,0.0409355627934162,101928158,chr20,62352970,62356482,gene_body,"",LAMA5-AS1,0.531924242088419,0.650443144954247,-0.118518902865828,hypo,TRUE,32,0,0.119762699295513,11,65.625,unconfirmed
99952,0.000841054448693642,0.0280535571422902,0.000251773436960173,0.0152422817773359,,chr17,795000,795601,regbuild_promoter,ENSR00000546692,"",0.270559148631244,0.395116902187442,-0.124557753556198,hypo,TRUE,19,1,0.0217666114493559,5,73.6842105263158,direction_consistent
105240,0.000853598667583861,0.028278548612511,0.00263786685249356,0.0578045069507594,,chr1,160705200,160713401,regbuild_promoter,ENSR00000014588,"",0.343738094416548,0.221776617479742,0.121961476936806,hyper,TRUE,2,1,0.00911150058439092,2,100,direction_consistent
31435,0.00092102358239497,0.0296136408813307,0.000609936553416298,0.0250355235264088,105372460,chr19,54514203,54527171,gene_body,"",LOC105372460,0.576250334080058,0.746033315642691,-0.169782981562633,hypo,TRUE,1,0,0.741106719367589,0,100,direction_consistent
28364,0.000940629024193399,0.0299612293282072,0.000683640084425991,0.0266227492984151,645832,chr17,28363506,28368012,gene_body,"",SEBOX,0.657813994356177,0.797790922411632,-0.139976928055455,hypo,TRUE,2,0,0.558024213699602,0,100,direction_consistent
24986,0.000966136001869039,0.0304353644550889,0.000134857123014642,0.0104166091175027,55142,chr15,42548828,42569994,gene_body,"",HAUS2,0.517435534925376,0.4156654360362,0.101770098889175,hyper,TRUE,29,0,0.0863997267992829,7,24.1379310344828,unconfirmed
50400,0.00097484878500649,0.0306438499895379,0.000560500806656256,0.0239064215774296,124902071,chr8,134754512,134758511,promoter_TSS2kb,"",LOC124902071,0.603581034104215,0.727999301046176,-0.124418266941961,hypo,TRUE,2,1,0.0058248907286912,0,100,direction_consistent
62596,0.00112746924019942,0.033075239904543,0.00172903723282307,0.0457747432162655,7314,chr17,16378798,16382797,promoter_TSS2kb,"",UBB,0.399630770366787,0.292538647712918,0.107092122653869,hyper,TRUE,59,0,0.0858909993090019,24,40.6779661016949,unconfirmed
105900,0.00115503217206266,0.0334739672432803,0.000166615425372033,0.0117041133095073,,chr11,65870200,65871201,regbuild_promoter,ENSR00000040899,"",0.391150359515402,0.52248753663665,-0.131337177121248,hypo,TRUE,16,1,0.0145989324323157,9,43.75,unconfirmed
60662,0.00116024770582975,0.0335598707873475,0.000429215232133906,0.0206690163266168,80237,chr15,43797134,43801133,promoter_TSS2kb,"",ELL3,0.411133213977522,0.307470101663292,0.10366311231423,hyper,TRUE,34,1,0.0286319600733524,15,44.1176470588235,unconfirmed
63444,0.0011774940061194,0.0338433522827591,0.0020002402990716,0.0494302626339491,124903937,chr17,16378675,16382674,promoter_TSS2kb,"",LOC124903937,0.399630770366787,0.293092357568954,0.106538412797834,hyper,TRUE,59,0,0.0858909993090019,24,40.6779661016949,unconfirmed
9563,0.00119465679261379,0.0341088036948141,0.000395207269422926,0.0199479326048866,124901166,chr5,2266857,2278497,gene_body,"",LOC124901166,0.549586873862934,0.656446490865839,-0.106859617002904,hypo,TRUE,18,3,0.0257040800548582,5,72.2222222222222,site_confirmed
29437,0.00120308530595923,0.0342292041852608,0.00192741107677349,0.0485475174367831,105372038,chr18,27305110,27392867,gene_body,"",LOC105372038,0.399635846365762,0.518203996505014,-0.118568150139252,hypo,TRUE,6,0,0.163594724948554,1,83.3333333333333,direction_consistent
105675,0.00121262265011955,0.0344469598489106,0.0064960670471701,0.095961324508475,,chr12,10153200,10154601,regbuild_promoter,ENSR00000450352,"",0.254358916342822,0.148060800009369,0.106298116333453,hyper,TRUE,13,0,0.341880341880342,5,38.4615384615385,unconfirmed
55768,0.0012275387824639,0.034695520424911,0.0876617446114845,0.384636872103705,51287,chr11,73874902,73878901,promoter_TSS2kb,"",COA4,0.220491214626509,0.104103116571633,0.116388098054877,hyper,TRUE,7,0,0.609161976235147,3,42.8571428571429,unconfirmed
63007,0.00125754298035649,0.0352035032250734,0.0116678775005183,0.134026680811544,55181,chr17,59195566,59199565,promoter_TSS2kb,"",SMG8,0.268555152831448,0.376193156730741,-0.107638003899293,hypo,TRUE,6,0,0.388203551898427,3,50,unconfirmed
12522,0.00131001621632384,0.0361740529224825,0.00309118146244672,0.0632267166871423,100873951,chr6,53978549,54079726,gene_body,"",MLIP-AS1,0.471301414117776,0.608522359742145,-0.137220945624369,hypo,TRUE,20,0,0.215572858731924,6,70,direction_consistent
61706,0.00134625229971474,0.0366080532414623,0.000755902570335829,0.0283387158065238,400548,chr16,85128343,85132342,promoter_TSS2kb,"",LINC02139,0.514534792787698,0.671726451033985,-0.157191658246287,hypo,TRUE,11,1,0.0120723362658847,7,36.3636363636364,unconfirmed
81229,0.00135262914456903,0.0367132158318868,0.101353604291829,0.412474321060348,,chr11,73875200,73878401,regbuild_promoter,ENSR00000041920,"",0.21945781515561,0.104103116571633,0.115354698583977,hyper,TRUE,7,0,0.609161976235147,3,42.8571428571429,unconfirmed
258,0.00138262182240743,0.0372508364881984,0.00715828829916555,0.101461324358077,105376879,chr1,25041136,25047404,gene_body,"",LINC02793,0.47994725889487,0.592121152192408,-0.112173893297538,hypo,TRUE,9,0,0.142890839010711,2,77.7777777777778,direction_consistent
71018,0.00140285407459891,0.037560750310674,0.000505815737773085,0.0226040009651406,,chr14,101808600,101813001,regbuild_promoter,ENSR00000073288,"",0.554593827101284,0.412131736261317,0.142462090839967,hyper,TRUE,11,1,0.0391406642605875,6,54.5454545454546,unconfirmed
33406,0.00143877408096439,0.038106815173353,0.0039723387143964,0.0733450212009205,728233,chr22,18533646,18577968,gene_body,"",PI4KAP1,0.737895197732891,0.60323141285072,0.134663784882171,hyper,TRUE,23,1,0.0177811550151976,7,30.4347826086957,unconfirmed
91132,0.00153945085696559,0.0395117792907896,0.000995633953341814,0.0334690406337532,,chr3,185281800,185284601,regbuild_promoter,ENSR00000163037,"",0.534726000748773,0.423235882913885,0.111490117834887,hyper,TRUE,21,1,0.0167226418418394,8,38.0952380952381,unconfirmed
84604,0.0015710937432329,0.0400105507158469,1.90156710134235e-05,0.0036993571896008,,chr17,39449600,39452401,regbuild_promoter,ENSR00000093929,"",0.249477207970803,0.388712647884473,-0.13923543991367,hypo,TRUE,25,2,0.0232504068821204,12,52,unconfirmed
63782,0.00164607940000828,0.0410107002560646,0.00361423078388511,0.0697004359028812,79170,chr17,47955884,47959883,promoter_TSS2kb,"",PRR15L,0.54591473104599,0.678375096687359,-0.132460365641369,hypo,TRUE,3,0,0.407804004526226,0,100,direction_consistent
47283,0.00166736761068277,0.041400069920646,0.00150978359414977,0.0425068510384652,107986676,chr6,170436362,170440361,promoter_TSS2kb,"",LOC107986676,0.604340909200649,0.476700424979349,0.1276404842213,hyper,TRUE,14,0,0.0603341776903182,5,35.7142857142857,unconfirmed
30451,0.00167842244676523,0.041524478024045,0.0179637662202035,0.170186966905252,646508,chr19,53277462,53284947,gene_body,"",FAM90A27P,0.717440985884287,0.849339090776493,-0.131898104892206,hypo,TRUE,5,1,0.0496139027260563,1,80,direction_consistent
59865,0.00168245649773091,0.0415911716683965,0.000479052987367057,0.0219065838577316,124903388,chr14,101808322,101812321,promoter_TSS2kb,"",LOC124903388,0.546586463933504,0.407605869493174,0.13898059444033,hyper,TRUE,13,1,0.0391406642605875,8,61.5384615384615,unconfirmed
32352,0.00172596025432487,0.0420835135611185,0.00684700934295945,0.0989503765462905,128497,chr20,45886491,45887622,gene_body,"",SPATA25,0.39857229677763,0.573711216826639,-0.175138920049009,hypo,TRUE,12,0,0.508695994430026,7,41.6666666666667,unconfirmed
12122,0.00182722590823795,0.0436112635555318,0.00154661338596895,0.0431780519747021,107986676,chr6,170438362,170441020,gene_body,"",LOC107986676,0.605342792462567,0.479644255782291,0.125698536680276,hyper,TRUE,14,0,0.0603341776903182,5,35.7142857142857,unconfirmed
59878,0.00185292169135947,0.044005686973884,0.0101614058415934,0.124482067337154,112268130,chr14,103511443,103515442,promoter_TSS2kb,"",LOC112268130,0.509164865432519,0.676217745448752,-0.167052880016234,hypo,TRUE,12,0,0.0741228995786527,4,66.6666666666667,unconfirmed
13179,0.00188862914539656,0.0445787172402284,0.00120139960324916,0.0374448837629821,401324,chr7,35313775,35377073,gene_body,"",LOC401324,0.587801865541741,0.432454431118491,0.15534743442325,hyper,TRUE,3,0,0.0948991160539412,3,100,direction_consistent
31006,0.00195487045518059,0.0454435650575224,0.00603734765970621,0.0926358729254222,104472717,chr19,23399092,23416186,gene_body,"",LINC01224,0.233080516019533,0.110105726691482,0.122974789328051,hyper,TRUE,12,0,0.162946497483869,10,83.3333333333333,direction_consistent
43097,0.00209767627852419,0.0474461423690437,0.0238598484658001,0.198419758478439,105374295,chr3,195013194,195017193,promoter_TSS2kb,"",LOC105374295,0.222687836929081,0.323045204387116,-0.100357367458035,hypo,TRUE,1,0,0.692295425939518,0,100,direction_consistent
1673,0.00216481620051032,0.0482633268622154,0.00565574638827959,0.0896263184115751,107985364,chr1,234751467,234775831,gene_body,"",LOC107985364,0.498243877772843,0.37044560557719,0.127798272195652,hyper,TRUE,14,1,0.0463768115942029,8,57.1428571428572,unconfirmed
105197,0.00220329440798049,0.0486614068100716,0.00170441023082401,0.0457747432162655,,chr2,28956400,28957201,regbuild_promoter,ENSR00000601002,"",0.25962925453974,0.479257639467036,-0.219628384927296,hypo,TRUE,11,0,0.134286017167267,2,81.8181818181818,direction_consistent
58104,0.00223225507117964,0.0490051002240841,0.0185211995356474,0.172518617551705,10562,chr13,53026813,53030812,promoter_TSS2kb,"",OLFM4,0.395499580386301,0.502782880399224,-0.107283300012923,hypo,TRUE,10,0,0.096356314022978,1,90,direction_consistent
52552,0.00225473125670243,0.0493947535086161,0.00630299501182339,0.0946864321938323,107987137,chr9,134215920,134219919,promoter_TSS2kb,"",LOC107987137,0.419767693850866,0.559690539470486,-0.13992284561962,hypo,TRUE,32,0,0.0506595037817205,9,71.875,direction_consistent
16641,0.00226747751689946,0.0495552570678702,0.00657767585841,0.0968096244851055,101928384,chr9,134216220,134220291,gene_body,"",LOC101928384,0.417741094565246,0.559204347799786,-0.14146325323454,hypo,TRUE,32,0,0.0506595037817205,9,71.875,direction_consistent
